gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EC-cells SCG2	M-X-cells MLN,GHRL	G-K-cells GAST,GIP	Enterocytes	Paneth cells	EC-cells CHGA,REG4	Stem cells	L-cells NTS	L-cells PYY or D-cells SST	L-cells	D-cells SST	EC-cells TPH1,REG4
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.912	0.506	1.197	0.069	0.427	0.586	0.1	0.623	0.226	0.103	0.139	0.667
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.912	0.506	1.197	0.069	0.427	0.586	0.1	0.623	0.226	0.103	0.139	0.667
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A4A2334	0.012	0.006	0.0	0.006	0.0	0.0	0.003	0.019	0.004	0.0	0.0	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08CC8F9D3	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS046B3C139	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0288D901D	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS05EAF93CC	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08109C435	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0D35E69F6	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0C99F8D96	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0DF85303A	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08A853007	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0E1BF543E	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0EC80CA59	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0FCC00896	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS046BCFC6F	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS02C93975C	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS047EE9E03	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0CA393CC5	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS01A4D7E2F	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP5	P22003	False	BMP5_HUMAN		CPI-CS0BEC40E19	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C16967C6	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0FFBA02F8	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS02AEFFE28	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0F6CFB979	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0EF793D6A	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0247DA882	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS076E1A639	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0921BB754	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-CS0C0D60519	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0AEE2FB22	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0CE2A204A	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0860DA460	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS090FFEDFE	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0484364A2	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0C091F24B	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS017A50010	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS01319F57A	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03DF8BD36	0.006	0.0	0.026	0.006	0.0	0.009	0.013	0.0	0.004	0.0	0.0	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-CS091BF99D0	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBA	P08476	False	INHBA_HUMAN		CPI-CS04DD927C9	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0533A30DC	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0C159B54D	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0924060DB	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBA	P08476	False	INHBA_HUMAN		CPI-CS0B79F5D68	0.018	0.012	0.026	0.003	0.029	0.017	0.003	0.004	0.002	0.0	0.0	0.03
INHBB	P09529	False	INHBB_HUMAN		CPI-CS073233FCC	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
INHBB	P09529	False	INHBB_HUMAN		CPI-CS048465560	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
INHBB	P09529	False	INHBB_HUMAN		CPI-CS02899BF8B	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
INHBB	P09529	False	INHBB_HUMAN		CPI-CS085EF890A	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
INHBB	P09529	False	INHBB_HUMAN		CPI-CS007ADC2D1	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
INHBB	P09529	False	INHBB_HUMAN		CPI-CS0A5400A6A	0.076	0.117	0.013	0.009	0.0	0.129	0.003	0.049	0.058	0.002	0.007	0.098
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0E4E75E3B	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP2	P12643	False	BMP2_HUMAN		CPI-CS028ACED72	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP2	P12643	False	BMP2_HUMAN		CPI-CS075442484	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP2	P12643	False	BMP2_HUMAN		CPI-CS0BE59B43E	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP2	P12643	False	BMP2_HUMAN		CPI-CS08A043594	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP2	P12643	False	BMP2_HUMAN		CPI-CS058910188	0.006	0.062	0.066	0.024	0.346	0.043	0.054	0.174	0.027	0.009	0.042	0.026
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0E54FF657	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0107C51C6	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
BMP4	P12644	False	BMP4_HUMAN		CPI-CS012D15A88	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0BCDC40FC	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
BMP4	P12644	False	BMP4_HUMAN		CPI-CS02957B1BF	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
BMP4	P12644	False	BMP4_HUMAN		CPI-CS0E997FABD	2.39	0.939	1.105	0.277	0.503	1.44	0.291	3.352	0.591	0.135	0.181	0.779
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS0B9A4CA4D	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS0C623F17A	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS04C402DFB	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS0546460D1	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS0D9226707	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-CS027F8BD7E	0.006	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	False	BMR1A_HUMAN		CPI-CS0569B9B91	0.259	0.222	0.237	0.018	0.018	0.103	0.013	0.113	0.104	0.113	0.076	0.205
MSTN	O14793	False	GDF8_HUMAN		CPI-CS09F35DDEB	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.008	0.002	0.0	0.0	0.009
MSTN	O14793	False	GDF8_HUMAN		CPI-CS0AED3F8E8	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.008	0.002	0.0	0.0	0.009
GDF11	O95390	False	GDF11_HUMAN		CPI-CS04F78ACD6	0.212	0.148	0.224	0.009	0.006	0.078	0.003	0.045	0.06	0.048	0.028	0.085
GDF11	O95390	False	GDF11_HUMAN		CPI-CS0384572FE	0.212	0.148	0.224	0.009	0.006	0.078	0.003	0.045	0.06	0.048	0.028	0.085
BMP3	P12645	False	BMP3_HUMAN		CPI-CS0C8F1E01F	0.0	0.117	0.026	0.015	0.0	0.017	0.0	0.03	0.004	0.0	0.0	0.0
LCK	P06239	False	LCK_HUMAN		CPI-CS0A66DB1CA	0.006	0.031	0.0	0.0	0.0	0.043	0.0	0.023	0.008	0.0	0.007	0.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-CS0715DE78D	2.654	1.797	4.37	0.247	1.645	2.544	0.555	1.785	2.41	1.203	0.764	2.331
HLA-E	P13747	False	HLAE_HUMAN		CPI-CS05AB368CE	2.654	1.797	4.37	0.247	1.645	2.544	0.555	1.785	2.41	1.203	0.764	2.331
HLA-E	P13747	False	HLAE_HUMAN		CPI-CS0023FA839	2.654	1.797	4.37	0.247	1.645	2.544	0.555	1.785	2.41	1.203	0.764	2.331
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.006	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS076BC3BA6	0.006	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.006	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.006	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.006	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.141	0.253	0.224	0.009	0.287	0.095	0.037	0.283	0.077	0.035	0.035	0.124
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.4	0.562	0.342	0.015	0.047	0.078	0.003	0.155	0.052	0.033	0.021	0.115
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.076	0.105	0.158	0.012	0.012	0.241	0.0	0.143	0.091	0.0	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.076	0.105	0.158	0.012	0.012	0.241	0.0	0.143	0.091	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	3.473	3.88	6.559	0.47	2.225	1.819	0.719	3.206	1.893	1.323	1.403	1.783
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	3.473	3.88	6.559	0.47	2.225	1.819	0.719	3.206	1.893	1.323	1.403	1.783
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	3.473	3.88	6.559	0.47	2.225	1.819	0.719	3.206	1.893	1.323	1.403	1.783
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	3.473	3.88	6.559	0.47	2.225	1.819	0.719	3.206	1.893	1.323	1.403	1.783
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.017	0.006	0.007	0.03
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.017	0.006	0.007	0.03
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	2.33	1.723	2.527	0.157	0.509	1.733	0.177	1.442	1.033	0.561	0.556	1.124
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	2.33	1.723	2.527	0.157	0.509	1.733	0.177	1.442	1.033	0.561	0.556	1.124
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	2.33	1.723	2.527	0.157	0.509	1.733	0.177	1.442	1.033	0.561	0.556	1.124
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS07F042076	0.006	0.012	0.013	0.0	0.006	0.017	0.013	0.004	0.008	0.0	0.0	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.271	0.123	0.263	0.124	0.187	0.354	0.02	0.574	0.102	0.02	0.021	0.141
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.271	0.123	0.263	0.124	0.187	0.354	0.02	0.574	0.102	0.02	0.021	0.141
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.271	0.123	0.263	0.124	0.187	0.354	0.02	0.574	0.102	0.02	0.021	0.141
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.065	0.031	0.105	0.006	0.041	0.164	0.003	0.019	0.041	0.039	0.035	0.013
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.065	0.031	0.105	0.006	0.041	0.164	0.003	0.019	0.041	0.039	0.035	0.013
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.065	0.031	0.105	0.006	0.041	0.164	0.003	0.019	0.041	0.039	0.035	0.013
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.065	0.031	0.105	0.006	0.041	0.164	0.003	0.019	0.041	0.039	0.035	0.013
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	3.243	3.533	3.765	0.452	1.094	2.432	0.411	4.099	2.799	1.425	1.702	3.016
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.135	0.148	0.224	0.06	0.035	0.216	0.087	0.158	0.147	0.002	0.0	0.004
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.041	0.012	0.039	0.009	0.0	0.026	0.007	0.023	0.012	0.006	0.0	0.004
NTF3	P20783	False	NTF3_HUMAN		CPI-SS004A073E1	0.006	0.025	0.0	0.0	0.006	0.0	0.003	0.008	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.006	0.025	0.0	0.0	0.006	0.0	0.003	0.008	0.0	0.0	0.0	0.0
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	1.877	1.803	2.672	0.371	0.38	3.65	0.271	2.281	1.04	1.805	1.028	1.629
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.371	0.235	0.211	0.036	0.257	0.336	0.043	0.275	0.1	0.079	0.09	0.256
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.371	0.235	0.211	0.036	0.257	0.336	0.043	0.275	0.1	0.079	0.09	0.256
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.418	0.389	0.5	0.054	0.158	0.448	0.07	0.442	0.29	0.201	0.118	0.269
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.002	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS0BDC04683	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.002	0.0	0.0	0.0
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.012	0.006	0.0	0.003	0.006	0.009	0.003	0.004	0.0	0.002	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-CS067298D94	0.529	0.562	0.487	0.208	0.246	1.475	0.097	1.578	0.624	0.448	0.333	0.466
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.529	0.562	0.487	0.208	0.246	1.475	0.097	1.578	0.624	0.448	0.333	0.466
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.529	0.562	0.487	0.208	0.246	1.475	0.097	1.578	0.624	0.448	0.333	0.466
PGF	P49763	False	PLGF_HUMAN		CPI-CS073D36B1D	0.024	0.0	0.026	0.0	0.0	0.147	0.0	0.0	0.062	0.055	0.028	0.137
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.024	0.0	0.026	0.0	0.0	0.147	0.0	0.0	0.062	0.055	0.028	0.137
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.024	0.0	0.026	0.0	0.0	0.147	0.0	0.0	0.062	0.055	0.028	0.137
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.024	0.0	0.026	0.0	0.0	0.147	0.0	0.0	0.062	0.055	0.028	0.137
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS077F1340A	0.906	1.21	1.053	0.045	0.076	0.733	0.013	0.298	0.357	0.314	0.597	0.585
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.906	1.21	1.053	0.045	0.076	0.733	0.013	0.298	0.357	0.314	0.597	0.585
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.906	1.21	1.053	0.045	0.076	0.733	0.013	0.298	0.357	0.314	0.597	0.585
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.906	1.21	1.053	0.045	0.076	0.733	0.013	0.298	0.357	0.314	0.597	0.585
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.147	0.321	0.105	0.012	0.041	0.06	0.037	0.075	0.021	0.009	0.007	0.064
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.147	0.321	0.105	0.012	0.041	0.06	0.037	0.075	0.021	0.009	0.007	0.064
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.147	0.321	0.105	0.012	0.041	0.06	0.037	0.075	0.021	0.009	0.007	0.064
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.147	0.321	0.105	0.012	0.041	0.06	0.037	0.075	0.021	0.009	0.007	0.064
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.076	0.099	0.132	0.0	0.012	0.009	0.003	0.045	0.004	0.015	0.021	0.004
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.065	0.025	0.013	0.033	0.088	0.267	0.017	0.291	0.023	0.02	0.014	0.338
ALB	P02768	False	ALBU_HUMAN		CPI-CS0C9EE65C2	0.0	0.012	0.013	0.009	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.004
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.006	0.006	0.0	0.012	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0323A2952	0.006	0.006	0.0	0.012	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.006	0.006	0.0	0.012	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.006	0.006	0.0	0.012	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.006	0.019	0.079	0.012	0.012	0.009	0.033	0.03	0.019	0.0	0.0	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS0EF2E7F3B	0.006	0.019	0.079	0.012	0.012	0.009	0.033	0.03	0.019	0.0	0.0	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.006	0.019	0.079	0.012	0.012	0.009	0.033	0.03	0.019	0.0	0.0	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.7	0.358	0.513	0.015	0.152	0.534	0.04	0.275	0.261	0.253	0.125	0.757
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.7	0.358	0.513	0.015	0.152	0.534	0.04	0.275	0.261	0.253	0.125	0.757
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.253	0.259	0.316	0.018	0.07	0.233	0.023	0.204	0.127	0.087	0.09	0.184
IDE	P14735	False	IDE_HUMAN		CPI-SS06908C6CC	0.253	0.259	0.316	0.018	0.07	0.233	0.023	0.204	0.127	0.087	0.09	0.184
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.253	0.259	0.316	0.018	0.07	0.233	0.023	0.204	0.127	0.087	0.09	0.184
IDE	P14735	False	IDE_HUMAN		CPI-SS01A29DD97	0.253	0.259	0.316	0.018	0.07	0.233	0.023	0.204	0.127	0.087	0.09	0.184
IDE	P14735	False	IDE_HUMAN		CPI-SS0FC2B68F1	0.253	0.259	0.316	0.018	0.07	0.233	0.023	0.204	0.127	0.087	0.09	0.184
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.488	0.154	0.171	0.018	0.047	0.216	0.007	0.14	0.029	0.026	0.021	0.128
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.488	0.154	0.171	0.018	0.047	0.216	0.007	0.14	0.029	0.026	0.021	0.128
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.5	0.642	0.855	0.072	0.287	0.345	0.06	0.438	0.255	0.153	0.118	0.316
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.041	0.673	0.053	0.018	0.018	0.017	0.013	0.064	0.029	0.004	0.0	0.004
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.041	0.673	0.053	0.018	0.018	0.017	0.013	0.064	0.029	0.004	0.0	0.004
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.041	0.673	0.053	0.018	0.018	0.017	0.013	0.064	0.029	0.004	0.0	0.004
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.941	0.716	1.79	0.057	0.24	0.534	0.047	0.672	0.654	0.45	0.319	0.479
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.941	0.716	1.79	0.057	0.24	0.534	0.047	0.672	0.654	0.45	0.319	0.479
